,borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,website,borocd,councildist,latitude,longitude,precinct,object_id,location_point,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,notes,ct2010,bbl,bin
519,Manhattan,Manhattanville-West Harlem,St. Mary's Harlem,"521 W 126th St, New York, NY 10027",GrowNYC,Year Round,Fridays (Start Time: 8:30 AM - End Time:  12:30 PM),stmarysharlem.org,109,7,40.8149687,-73.9560903,26,3600,"{'type': 'Point', 'coordinates': [-73.9560903, 40.8149687]}",4.0,23.0,17.0,12424.0,37.0,"Not accepted: meat, bones, or dairy",,,
520,Staten Island,Rosebank-Shore Acres-Park Hill,NE Corner of Vermont Avenue & Hylan Blvd,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,501,49,,,120,3838,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
521,Manhattan,Upper West Side-Lincoln Square,Tucker Square Thursday Greenmarket,66th St and Columbus Ave.,GrowNYC,Year Round,Thursdays (Start Time: 8:00 AM - End Time:  11:00 AM),grownyc.org/compost,107,6,40.773404,-73.981848,20,3548,"{'type': 'Point', 'coordinates': [-73.981848, 40.773404]}",4.0,19.0,12.0,12420.0,20.0,"Not accepted: meat, bones, or dairy",149.0,,
522,Bronx,Soundview-Clason Point,NW Corner of Seward Avenue & Croes Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,209,18,,,43,3716,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
523,Bronx,Longwood,Kelly Street Garden,"924 Kelly St, The Bronx, NY 10459",Volunteers at Kelly Street Garden,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  2:00 PM),https://www.facebook.com/kellyst.garden/,202,17,40.820124,-73.895674,41,3706,"{'type': 'Point', 'coordinates': [-73.895674, 40.820124]}",5.0,43.0,24.0,10937.0,8.0,"Not accepted: meat, bones, or dairy",,,
524,Brooklyn,Crown Heights (North),SE Corner of Schenectady Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3501,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
525,Queens,Old Astoria-Hallets Point,N/E Corner of 31 Ave and 21 Dr,N/E Corner of 31 Ave and 21 Dr,Department of Sanitation,Year Round,24/7,www.smartcompost.nyc,401,22,40.76738,-73.92971,114,3336,"{'type': 'Point', 'coordinates': [-73.92971, 40.76738]}",3.0,4.0,72.0,16859.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
526,Manhattan,Inwood,SW Corner of W 212 Street & 10 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,,,34,3574,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
527,Brooklyn,Crown Heights (North),NW Corner of New York Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,36,,,77,3484,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
528,Bronx,University Heights (North)-Fordham,New Beginnings Community Garden,2502 Davidson Ave,New Beginnings Community Garden,Year Round,"Fridays, Saturdays, and Sundays (Start Time: Sat+Sun:2PM, Friday:5pm - End Time:  Sat.+Sun.:5pm, Friday:6pm)",@new.beginnings.garden,207,14,40.864176,-73.900932,52,3763,"{'type': 'Point', 'coordinates': [-73.900932, 40.864176]}",5.0,29.0,34.0,11606.0,24.0,"Not accepted: meat, bones, or dairy",265.0,2032010001.0,2000000.0
529,Brooklyn,Bushwick (East),Wilson Ave Food Scrap Drop-off,Wilson Ave & Moffat St (near L train),GrowNYC,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  1:00 PM),grownyc.org/compost,304,37,40.688793,-73.904826,83,3647,"{'type': 'Point', 'coordinates': [-73.904826, 40.688793]}",2.0,37.0,53.0,17214.0,42.0,"Not accepted: meat, bones, or dairy",,,
530,Manhattan,Harlem (North),NW Corner of West 141st Street & Fredrick Douglas Blvd,NW West 141st Street & Fredrick Douglas Blvd,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,40.82041375,-73.94368663,32,3405,"{'type': 'Point', 'coordinates': [-73.94368663, 40.82041375]}",4.0,36.0,20.0,12427.0,18.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
531,Queens,Queensbridge-Ravenswood-Dutch Kills,SW Corner of 40 Avenue & 21 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,26,,,114,3368,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
532,Manhattan,East Harlem (North),NE Corner of E 127 Street & Lexington Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,,,25,3442,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
533,Queens,Astoria (Central),"West Side of 33rd St between Broadway & 31st Ave, IFO Parking Garage","W/S of 33rd St b/t Broadway & 31st Ave, IFO Parking Garage",Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76253278,-73.92286096,114,3310,"{'type': 'Point', 'coordinates': [-73.92286096, 40.76253278]}",3.0,4.0,72.0,16863.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
534,Bronx,Mount Hope,SW Corner of Mount Hope Place & Walton Avenue,SW Mount Hope Place & Walton Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,205,14,40.84901271,-73.90952233,46,3748,"{'type': 'Point', 'coordinates': [-73.90952233, 40.84901271]}",5.0,29.0,29.0,10931.0,6.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
535,Brooklyn,Crown Heights (South),Crown Heights,Nostrand Ave & Crown St,GrowNYC,Year Round,Fridays (Start Time: 9:00 AM - End Time:  2:00 PM),grownyc.org/compost,309,35,40.666485,-73.950935,71,3559,"{'type': 'Point', 'coordinates': [-73.950935, 40.666485]}",2.0,48.0,44.0,13509.0,17.0,"Not accepted: meat, bones, or dairy",,,
536,Manhattan,East Harlem (North),NE Corner of East 130th Street & 5th Avenue,NE East 130th Street & 5th Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,9,40.80957427,-73.93987723,25,3427,"{'type': 'Point', 'coordinates': [-73.93987723, 40.80957427]}",4.0,36.0,16.0,13095.0,7.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
537,Manhattan,East Harlem (South),SE Corner of East 100th Street & 1st Avenue,SE East 100th Street & 1st Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,40.78580942,-73.94264292,23,3447,"{'type': 'Point', 'coordinates': [-73.94264292, 40.78580942]}",4.0,35.0,14.0,12426.0,7.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
538,Queens,Sunnyside Yards (South),Sunnyside Greenmarket,Skillman Ave between 42nd St. and 43rd St.,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,402,26,40.746948,-73.921208,108,3378,"{'type': 'Point', 'coordinates': [-73.921208, 40.746948]}",3.0,33.0,66.0,16858.0,53.0,"Not accepted: meat, bones, or dairy",,,
539,Brooklyn,Prospect Heights,Underhill Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3510,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
540,Manhattan,Financial District-Battery Park City,SmartComposting: Zuccotti Park,Zuccotti Park (East side),Alliance for Downtown New York,Year Round,24/7,https://downtownny.com/compost/,101,1,40.70905,-74.01072,1,3267,"{'type': 'Point', 'coordinates': [-74.01072, 40.70905]}",4.0,32.0,1.0,11727.0,56.0,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",13.0,1000627501.0,1000000.0
541,Manhattan,Harlem (South),SW Corner of West 112 Street & 5th Avenue,SW West 112 Street & 5th Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,40.79805485,-73.94852463,28,3415,"{'type': 'Point', 'coordinates': [-73.94852463, 40.79805485]}",4.0,36.0,18.0,12423.0,18.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
542,Queens,Astoria (Central),SE Corner of 31st Ave & 29th St,SE Corner of 31st Ave & 29th St,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76499499,-73.92496582,114,3314,"{'type': 'Point', 'coordinates': [-73.92496582, 40.76499499]}",3.0,4.0,72.0,16859.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
543,Queens,East Elmhurst,East Elmhurst Community School,"26-25 97th St, Queens, NY 11369",East Elmhurst Community School,Year Round,Wednesdays (Start Time: 1:00 PM - End Time:  3:00 PM),,403,21,40.7616519,-73.8720745,115,3383,"{'type': 'Point', 'coordinates': [-73.8720745, 40.7616519]}",3.0,21.0,73.0,14511.0,65.0,"Not accepted: meat, bones, or dairy",,,
544,Bronx,Soundview-Bruckner-Bronx River,NW Corner of Bruckner Boulevard & Evergreen Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,209,17,,,43,3711,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
545,Queens,Kew Gardens,Kew Gardens Cinemas Park,"8105 Lefferts Blvd, Kew Gardens, NY 11415","Kew Gardens CSA, sponsored by Kew Gardens Cinemas",Year Round,Sundays (Start Time: 8:30 AM - End Time:  12:00 PM),kewgardenscsa.org,409,29,40.70888,-73.82917,102,3795,"{'type': 'Point', 'coordinates': [-73.82917, 40.70888]}",3.0,28.0,60.0,24011.0,46.0,"Not accepted: meat, bones, or dairy",,,
546,Staten Island,St. George-New Brighton,H.E.A.L.T.H for Youths Skyline Community Garden,1 Clyde Place,H.E.A.L.T.H for Youths Skyline Community Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),www.health4youths.org,501,49,40.639901,-74.0902865,120,3827,"{'type': 'Point', 'coordinates': [-74.0902865, 40.639901]}",1.0,13.0,74.0,10369.0,4.0,"Not accepted: meat, bones, or dairy",77.0,,
547,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Vinegar Hill Community Garden,"199 York St, Brooklyn, NY 11201",Members of Vinegar Hill Community Garden,Year Round,Sundays (Start Time: 11:30 AM - End Time:  2:00 PM),https://groundcycle.org/,302,33,40.701501,-73.98263,84,3679,"{'type': 'Point', 'coordinates': [-73.98263, 40.701501]}",2.0,38.0,54.0,16865.0,68.0,"Not accepted: meat, bones, or dairy",,,
548,Brooklyn,Bushwick (West),NW Corner of St . Nicholas Avenue & Himrod Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3642,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
549,Bronx,Kingsbridge Heights-Van Cortlandt Village,Kingsbridge Heights Community Center,"3101 Kingsbridge Terrace, Bronx NY 10463",Staff at Kingsbridge Heights Community Center,Year Round,Wednesdays (Start Time: 12:00 PM - End Time:  2:00 PM),www.khcc-nyc.org,208,14,40.877299,-73.900709,50,3774,"{'type': 'Point', 'coordinates': [-73.900709, 40.877299]}",5.0,29.0,33.0,11272.0,48.0,"Not accepted: meat, bones, or dairy",,,
550,Manhattan,Upper East Side-Carnegie Hill,East 96th Street Food Scrap Drop-off,96th St & Lexington Ave,GrowNYC,Year Round,Fridays (Start Time: 7:30 AM - End Time:  11:30 AM),grownyc.org/compost,108,5,40.785792,-73.950833,19,3780,"{'type': 'Point', 'coordinates': [-73.950833, 40.785792]}",4.0,1.0,11.0,10099.0,23.0,"Not accepted: meat, bones, or dairy",,,
551,Brooklyn,Bushwick (East),NE Corner of Knickerbocker Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3664,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
552,Manhattan,Washington Heights (North),SE Corner of Sickles Street & Nagle Avenue,SE Sickles Street & Nagle Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,40.86049717,-73.92773755,34,3565,"{'type': 'Point', 'coordinates': [-73.92773755, 40.86049717]}",4.0,39.0,22.0,13098.0,47.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
553,Queens,Old Astoria-Hallets Point,SE Corner of 31st Ave & 14th St,SE Corner of 31st Ave & 14th St,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76844285,-73.93180344,114,3341,"{'type': 'Point', 'coordinates': [-73.93180344, 40.76844285]}",3.0,4.0,72.0,16859.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
554,Brooklyn,Bedford-Stuyvesant (East),NW Corner of Lewis Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,81,3473,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
555,Bronx,West Farms,Drew Gardens,"1070 East Tremont Avenue. between Bronx Street and, Boston Rd, The Bronx, NY 10460",Volunteers at Drew Gardens,Year Round,"Mondays, Wednesdays, and Fridays (Start Time: 4:00 PM - End Time:  7:00 PM)",https://www.facebook.com/drewgardens.educationalrecreational,206,15,40.839897,-73.879181,48,3752,"{'type': 'Point', 'coordinates': [-73.879181, 40.839897]}",5.0,43.0,31.0,11269.0,35.0,"Not accepted: meat, bones, or dairy",,,
556,Brooklyn,East New York (North),East New York Farms: Nehemiah Ten Community Garden,"567 Barbey St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),ucceny.org/enyf-old/compost/,305,42,40.668722,-73.885866,75,3731,"{'type': 'Point', 'coordinates': [-73.885866, 40.668722]}",2.0,25.0,47.0,17214.0,45.0,"Not accepted: meat, bones, or dairy",,,
557,Manhattan,East Village,Down to Earth Garden (formerly Children's Garden),"546 East 12th St, New York, NY 10009",Down to Earth Garden,Year Round,"Tuesdays and Sundays (Start Time: Tuesday: 1:30PM, Sunday 12:00pm - End Time:  Tuesday 4pm, Sunday 4pm)",https://downtoearthgarden.org/,103,2,40.7280614,-73.9792926,9,3588,"{'type': 'Point', 'coordinates': [-73.9792926, 40.7280614]}",4.0,50.0,5.0,11729.0,70.0,"Keep food scraps and plant material separated. This site accepts meat, fish, and dairy",,,
558,Brooklyn,Bensonhurst,Bay Parkway at 66th Street,east of Bay Parkway between 66th Street & West 8th Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,43,40.613046,-73.982115,62,3615,"{'type': 'Point', 'coordinates': [-73.982115, 40.613046]}",2.0,18.0,37.0,16867.0,1.0,"Not accepted: meat, bones, or dairy",,,
559,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Tompkins Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3520,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
560,Queens,Astoria (East)-Woodside (North),Opp31-06 38 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3356,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
561,Brooklyn,Crown Heights (North),SE Corner of Classon Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3505,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
562,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Cortelyou Greenmarket,Argyle Rd and Cortelyou Rd,GrowNYC,Year Round,Sundays (Start Time: 9:00 AM - End Time:  1:00 PM),grownyc.org/compost,314,40,40.641438,-73.966333,70,3720,"{'type': 'Point', 'coordinates': [-73.966333, 40.641438]}",2.0,11.0,43.0,17620.0,60.0,"Not accepted: meat, bones, or dairy",520.0,,
563,Queens,Long Island City-Hunters Point,Smiling Hogshead Ranch,"Pearson Pl & Skillman Ave, Queens, NY 11101",Volunteers at Smiling Hogshead Ranch,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),smilinghogsheadranch.org,402,26,40.7432328,-73.9431336,108,3373,"{'type': 'Point', 'coordinates': [-73.9431336, 40.7432328]}",3.0,33.0,66.0,16858.0,53.0,,,,
564,Brooklyn,Crown Heights (North),NE Corner of Schenectady Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,36,,,77,3488,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
565,Bronx,Belmont,SE Corner of E 183 Street & Cambreleng Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,206,15,,,48,3759,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
566,Manhattan,West Village,Hudson River Park's Pier 40 at W. Houston St.,Pier 40 at Houston St. near dog park,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,40.7298117,-74.0110087,6,3533,"{'type': 'Point', 'coordinates': [-74.0110087, 40.7298117]}",4.0,10.0,3.0,12077.0,57.0,"Not accepted: meat, bones, or dairy",69.0,1006560001.0,1000000.0
